client_id,total_web_requests,unique_sessions,web_visit_count,demo_request_count,ai_assistant_request_count,promotional_event_count,contract_confirmation_count,proposal_download_count,high_intent_hits,web_error_count,avg_response_time_ms,first_web_event,last_web_event,top_page
CL10645,13,13,13,0,0,0,0,0,0,1,520.0,2025-01-15 18:50:47,2025-06-02 08:33:06,/
CL10646,12,12,12,0,0,1,0,0,1,0,411.8,2025-01-14 21:35:34,2025-05-27 04:03:42,/services
CL10647,9,9,9,1,1,1,0,0,3,2,449.6,2025-02-21 21:58:36,2025-06-04 18:20:39,/
CL10648,14,14,14,3,3,2,1,0,9,1,510.6,2025-01-19 01:43:17,2025-06-21 15:38:07,/ai-assistant
CL10649,8,8,8,2,0,1,0,0,3,0,583.4,2025-01-11 10:08:27,2025-06-09 02:00:23,/
CL10650,9,9,9,0,0,0,0,0,0,2,596.6,2025-01-05 04:25:27,2025-06-04 16:47:43,/
CL10651,3,3,3,0,0,1,0,0,1,0,439.0,2025-02-02 17:58:48,2025-04-02 09:18:17,/case-studies
CL10652,9,9,9,2,1,0,0,0,3,0,483.8,2025-02-17 23:14:33,2025-06-14 01:03:04,/case-studies
CL10653,20,20,20,0,3,1,0,0,4,2,513.0,2025-01-02 19:31:29,2025-06-23 02:57:32,/services
CL10654,10,10,10,0,0,0,0,0,0,0,542.6,2025-01-04 16:14:25,2025-06-27 22:12:42,/
CL10655,12,12,12,0,2,0,0,0,2,0,375.8,2025-01-04 18:57:45,2025-04-10 14:00:04,/services
CL10656,9,9,9,0,0,0,0,0,0,0,365.9,2025-02-16 04:30:27,2025-06-16 00:03:39,/
CL10657,9,9,9,2,1,1,0,0,4,0,502.3,2025-01-02 02:28:58,2025-05-05 01:31:43,/pricing
CL10658,7,7,7,0,1,0,0,0,1,2,586.0,2025-01-18 14:27:50,2025-06-28 23:30:24,/services
CL10659,12,12,12,2,0,0,0,0,2,0,430.5,2025-01-18 22:39:03,2025-04-27 06:24:08,/services
CL10660,5,5,5,0,0,0,0,0,0,1,511.6,2025-05-02 07:01:11,2025-06-27 06:53:22,/
CL10661,10,10,10,0,1,0,3,1,5,1,471.8,2025-01-17 20:21:32,2025-06-04 04:45:24,/contract/confirm
CL10662,10,10,10,0,1,1,0,0,2,1,365.6,2025-01-05 19:13:21,2025-06-29 02:01:11,/
CL10663,13,13,13,0,2,2,0,0,4,0,443.2,2025-01-14 05:18:33,2025-06-16 22:26:38,/contact
CL10664,11,11,11,2,0,0,0,0,2,0,485.7,2025-01-05 05:11:57,2025-06-23 18:06:03,/
CL10665,13,13,13,0,1,1,0,0,2,1,613.8,2025-01-06 06:03:44,2025-06-29 00:42:54,/services
CL10666,5,5,5,0,1,0,0,0,1,1,495.2,2025-02-08 13:56:56,2025-06-30 03:23:00,/services
CL10667,9,9,9,0,1,0,0,0,1,2,689.2,2025-01-12 17:00:30,2025-06-10 05:27:41,/
CL10668,8,8,8,3,0,0,0,0,3,0,511.6,2025-01-14 23:18:04,2025-04-23 23:12:47,/schedule-demo
CL10669,7,7,7,2,0,0,0,0,2,2,642.4,2025-02-06 13:43:02,2025-06-25 03:31:26,/schedule-demo
CL10670,9,9,9,1,1,0,0,0,2,0,480.4,2025-01-13 19:23:31,2025-06-17 08:10:29,/
CL10671,10,10,10,0,1,2,0,0,3,1,713.6,2025-01-29 19:54:23,2025-05-29 00:18:45,/
CL10672,6,6,6,1,0,0,0,1,2,0,492.0,2025-01-09 14:45:46,2025-06-18 03:55:39,/case-studies
CL10673,10,10,10,2,1,0,0,1,4,1,559.4,2025-01-08 19:21:06,2025-06-30 20:14:04,/
CL10674,10,10,10,1,1,0,2,1,5,0,517.4,2025-01-02 10:58:02,2025-05-30 12:20:29,/
CL10675,7,7,7,0,0,1,0,0,1,1,413.9,2025-01-02 15:07:52,2025-06-24 12:47:02,/services
CL10676,13,13,13,3,0,1,0,0,4,0,398.5,2025-01-19 03:56:30,2025-06-19 17:28:47,/pricing
CL10677,14,14,14,3,0,0,0,0,3,2,717.9,2025-01-10 11:12:27,2025-06-08 11:04:18,/
CL10678,10,10,10,2,0,0,0,1,3,0,556.1,2025-01-02 15:23:00,2025-04-18 14:41:59,/services
CL10679,11,11,11,0,1,0,0,0,1,0,345.4,2025-03-03 23:50:14,2025-06-30 10:02:05,/services
CL10680,14,14,14,3,1,0,0,0,4,1,498.0,2025-01-06 23:51:52,2025-06-27 18:23:34,/
CL10681,4,4,4,0,0,0,0,0,0,0,350.5,2025-01-11 23:03:30,2025-04-09 04:37:34,/services
CL10682,7,7,7,0,1,1,0,0,2,1,665.3,2025-01-31 16:08:16,2025-06-17 15:20:00,/services
CL10683,6,6,6,0,1,0,1,0,2,0,470.0,2025-01-12 05:45:16,2025-06-21 07:39:17,/services
CL10684,11,11,11,0,2,1,0,0,3,0,488.5,2025-01-04 21:13:53,2025-05-23 05:49:41,/case-studies
CL10685,11,11,11,2,1,0,0,2,5,0,492.3,2025-01-09 02:32:54,2025-06-23 01:46:18,/case-studies
CL10686,11,11,11,1,2,0,0,0,3,0,517.1,2025-01-17 13:57:05,2025-06-01 20:44:01,/services
CL10687,3,3,3,0,1,0,0,0,1,1,515.3,2025-03-09 13:19:12,2025-06-19 04:45:09,/ai-assistant
CL10688,8,8,8,1,0,1,0,0,2,0,576.2,2025-01-23 05:53:52,2025-05-09 06:50:05,/services
CL10689,7,7,7,0,0,1,0,0,1,0,366.7,2025-01-12 16:12:23,2025-06-01 11:03:18,/
CL10690,10,10,10,1,2,0,0,1,4,0,516.1,2025-01-07 11:29:47,2025-05-03 15:42:19,/
CL10691,10,10,10,1,2,0,0,0,3,0,551.4,2025-02-10 04:33:16,2025-06-23 02:00:23,/services
CL10692,11,11,11,0,0,0,0,0,0,3,621.8,2025-01-07 13:11:53,2025-06-30 22:06:03,/
CL10693,6,6,6,0,0,0,0,0,0,1,398.3,2025-01-11 20:12:49,2025-06-09 17:12:40,/
CL10694,6,6,6,2,0,0,0,1,3,0,453.3,2025-05-04 11:07:33,2025-06-29 16:40:20,/schedule-demo
CL10695,8,8,8,2,1,0,0,0,3,0,373.2,2025-01-31 20:34:37,2025-06-26 08:15:56,/
CL10696,11,11,11,1,1,0,0,0,2,1,410.5,2025-02-02 11:44:06,2025-06-26 21:31:16,/services
CL10697,8,8,8,0,2,1,0,0,3,0,486.5,2025-01-04 21:54:04,2025-06-17 23:10:15,/
CL10698,8,8,8,0,1,0,0,0,1,0,444.6,2025-01-30 17:16:17,2025-05-31 12:13:37,/case-studies
CL10699,10,10,10,0,2,1,0,0,3,0,399.7,2025-01-21 14:19:32,2025-06-09 10:05:32,/
CL10700,12,12,12,0,1,0,0,0,1,1,456.4,2025-02-06 19:34:19,2025-06-18 22:28:59,/services
CL10701,8,8,8,1,2,0,0,0,3,2,727.9,2025-01-04 00:21:52,2025-06-11 20:17:30,/ai-assistant
CL10702,9,9,9,0,0,0,0,0,0,1,544.8,2025-01-03 08:13:46,2025-05-25 16:04:06,/
CL10703,9,9,9,1,0,0,0,1,2,0,488.3,2025-01-13 16:15:34,2025-06-25 12:34:12,/services
CL10704,7,7,7,0,0,0,0,1,1,1,611.9,2025-01-08 15:14:07,2025-06-09 04:47:07,/services
CL10705,12,12,12,2,2,1,0,1,6,0,530.2,2025-01-11 09:08:26,2025-06-27 03:33:36,/pricing
CL10706,7,7,7,0,2,0,0,0,2,0,388.9,2025-01-02 16:04:42,2025-05-20 05:20:16,/
CL10707,8,8,8,0,0,1,0,0,1,1,488.5,2025-02-06 09:04:27,2025-05-25 00:49:35,/services
CL10708,10,10,10,1,0,1,0,0,2,0,386.0,2025-01-03 14:07:51,2025-06-21 17:10:51,/case-studies
CL10709,6,6,6,1,2,0,0,0,3,1,460.7,2025-02-23 21:43:41,2025-06-02 07:14:21,/ai-assistant
CL10710,7,7,7,0,0,0,1,1,2,0,472.7,2025-01-05 06:31:13,2025-04-26 10:10:13,/services
CL10711,9,9,9,2,1,0,0,0,3,0,338.8,2025-01-09 04:46:33,2025-06-12 04:44:41,/
CL10712,9,9,9,0,1,0,0,0,1,0,396.3,2025-01-27 00:15:12,2025-06-27 08:33:33,/
CL10713,9,9,9,2,1,0,0,0,3,0,447.8,2025-02-17 10:08:51,2025-06-27 06:22:01,/services
CL10714,16,16,16,2,1,0,0,1,4,0,478.4,2025-01-22 10:46:45,2025-06-29 19:38:14,/services
CL10715,10,10,10,3,2,0,0,0,5,0,478.2,2025-01-20 00:47:02,2025-06-12 02:36:09,/pricing
CL10716,13,13,13,3,0,0,0,0,3,1,602.5,2025-01-08 04:12:03,2025-06-30 22:19:17,/contact
CL10717,10,10,10,2,1,0,0,0,3,0,589.5,2025-01-06 18:01:40,2025-06-18 17:41:11,/
CL10718,8,8,8,0,0,1,0,0,1,0,459.8,2025-01-18 18:54:01,2025-06-22 14:14:32,/services
CL10719,7,7,7,2,0,0,1,0,3,0,464.1,2025-01-08 00:01:38,2025-05-22 07:33:21,/
CL10720,10,10,10,1,0,1,0,0,2,1,390.6,2025-01-31 18:48:23,2025-05-22 08:17:47,/
CL10721,8,8,8,1,3,0,0,0,4,0,430.5,2025-02-02 07:15:06,2025-06-25 03:22:46,/ai-assistant
CL10722,13,13,13,0,3,0,0,0,3,0,456.0,2025-01-05 16:35:02,2025-06-25 16:16:13,/
CL10723,12,12,12,4,1,0,0,0,5,1,494.6,2025-01-06 04:13:02,2025-06-24 05:09:00,/schedule-demo
CL10724,7,7,7,0,0,0,0,0,0,0,532.7,2025-02-20 15:23:53,2025-06-30 23:02:52,/services
CL10725,8,8,8,0,1,1,0,0,2,0,558.8,2025-01-15 08:19:18,2025-06-29 17:08:48,/
CL10726,7,7,7,0,0,1,0,0,1,0,584.1,2025-01-06 07:30:46,2025-05-18 06:54:29,/
CL10727,9,9,9,3,2,0,0,1,6,0,359.3,2025-01-22 16:56:33,2025-06-10 12:08:20,/schedule-demo
CL10728,9,9,9,1,0,0,0,0,1,0,514.3,2025-01-12 21:01:13,2025-06-29 20:59:38,/pricing
CL10729,14,14,14,2,0,2,0,0,4,1,522.2,2025-01-09 00:05:51,2025-05-30 14:15:55,/
CL10730,11,11,11,0,3,0,0,0,3,1,488.4,2025-01-07 22:29:24,2025-06-29 23:52:02,/ai-assistant
CL10731,7,7,7,0,0,0,0,0,0,0,528.3,2025-01-03 01:26:08,2025-06-29 00:10:43,/
CL10732,10,10,10,1,2,0,0,0,3,0,395.8,2025-01-19 09:22:29,2025-06-20 20:45:45,/
CL10733,12,12,12,2,4,0,0,1,7,1,563.9,2025-01-20 08:19:46,2025-05-29 23:28:53,/ai-assistant
CL10734,13,13,13,0,1,0,0,0,1,1,518.2,2025-01-08 08:21:58,2025-06-05 17:55:31,/
CL10735,16,16,16,2,0,0,0,0,2,1,524.6,2025-01-02 02:09:28,2025-06-23 20:07:10,/
CL10736,11,11,11,2,3,0,0,0,5,1,436.3,2025-01-02 00:12:59,2025-06-29 20:54:15,/ai-assistant
CL10737,7,7,7,0,1,0,0,0,1,1,565.3,2025-01-01 17:34:01,2025-06-09 14:42:07,/services
CL10738,10,10,10,0,0,0,2,1,3,1,652.9,2025-01-09 10:50:04,2025-05-16 02:10:29,/
CL10739,12,12,12,1,2,0,0,2,5,3,460.6,2025-01-20 16:42:30,2025-05-26 09:09:07,/
CL10740,7,7,7,1,1,0,0,0,2,0,445.0,2025-01-06 03:49:16,2025-06-28 04:01:39,/
CL10741,6,6,6,0,1,0,0,0,1,0,458.3,2025-01-07 14:24:40,2025-05-29 16:24:18,/services
CL10742,13,13,13,0,2,1,0,0,3,1,498.9,2025-01-06 12:35:39,2025-06-25 14:05:38,/
CL10743,10,10,10,1,1,0,0,1,3,1,475.1,2025-01-17 03:04:54,2025-06-28 10:27:24,/services
CL10744,6,6,6,0,0,0,0,0,0,1,463.8,2025-03-19 13:30:42,2025-06-22 06:34:00,/
CL10745,9,9,9,0,1,0,0,0,1,2,525.4,2025-01-13 10:30:27,2025-06-30 11:58:48,/pricing
CL10746,4,4,4,0,0,0,0,0,0,1,385.5,2025-02-25 01:43:08,2025-06-07 03:56:36,/services
CL10747,8,8,8,0,1,1,1,0,3,1,598.1,2025-02-05 02:49:11,2025-05-29 05:56:00,/pricing
CL10748,15,15,15,0,1,0,0,0,1,0,537.2,2025-01-02 17:39:36,2025-05-13 00:38:53,/pricing
CL10749,11,11,11,0,0,1,0,0,1,0,455.4,2025-01-11 01:12:04,2025-06-07 18:44:18,/
CL10750,7,7,7,0,0,0,0,0,0,0,473.3,2025-01-23 03:43:40,2025-06-21 12:21:49,/services
CL10751,5,5,5,1,0,0,0,0,1,0,335.4,2025-01-01 14:00:09,2025-06-16 06:43:50,/services
CL10752,12,12,12,1,0,0,0,1,2,1,535.3,2025-01-12 11:10:38,2025-06-17 19:27:21,/contact
CL10753,6,6,6,0,1,2,0,0,3,1,504.7,2025-01-08 12:24:42,2025-05-12 01:14:48,/events/webinar
CL10754,8,8,8,0,0,1,0,0,1,0,403.1,2025-01-04 15:17:42,2025-06-26 09:46:53,/services
CL10755,13,13,13,0,1,1,0,0,2,1,453.0,2025-01-18 21:30:42,2025-06-27 04:18:51,/services
CL10756,11,11,11,0,0,0,0,0,0,0,578.4,2025-02-14 06:21:55,2025-06-20 19:16:49,/
CL10757,10,10,10,1,1,1,1,1,5,0,435.4,2025-02-01 20:55:28,2025-06-18 22:46:28,/services
CL10758,8,8,8,0,1,0,0,0,1,0,562.1,2025-01-09 13:37:20,2025-05-22 03:46:15,/
CL10759,19,19,19,4,0,0,0,0,4,2,584.9,2025-01-05 07:14:14,2025-06-29 10:41:48,/
CL10760,16,16,16,3,2,0,0,0,5,1,598.9,2025-01-12 05:21:36,2025-06-18 01:41:27,/
CL10761,9,9,9,1,1,1,0,0,3,1,772.6,2025-01-10 05:10:28,2025-06-25 02:23:53,/pricing
CL10762,9,9,9,0,0,1,0,0,1,0,591.1,2025-01-21 04:16:26,2025-06-26 07:42:44,/case-studies
CL10763,13,13,13,1,1,1,0,0,3,0,383.1,2025-01-01 20:10:56,2025-06-18 13:56:24,/pricing
CL10764,5,5,5,0,1,0,0,0,1,1,558.2,2025-02-19 21:35:46,2025-06-23 05:41:22,/pricing
CL10765,7,7,7,2,0,0,0,0,2,0,536.7,2025-01-01 22:23:45,2025-05-28 19:41:09,/services
CL10766,4,4,4,0,0,0,0,0,0,0,592.5,2025-02-11 02:56:26,2025-06-28 12:59:43,/case-studies
CL10767,8,8,8,1,1,0,0,0,2,1,681.4,2025-02-15 19:13:08,2025-06-12 17:01:30,/pricing
CL10768,8,8,8,2,0,0,0,0,2,0,441.6,2025-01-25 04:58:05,2025-06-19 15:27:19,/services
CL10769,10,10,10,1,1,0,0,0,2,1,445.6,2025-01-03 03:32:27,2025-06-04 22:35:49,/services
CL10770,8,8,8,0,0,0,0,0,0,1,704.2,2025-01-09 23:11:05,2025-05-16 07:36:57,/services
CL10771,7,7,7,2,1,0,0,0,3,0,400.7,2025-01-09 09:51:16,2025-06-30 09:14:55,/contact
CL10772,13,13,13,0,1,0,0,0,1,1,591.5,2025-01-09 22:18:40,2025-06-14 23:14:23,/
CL10773,13,13,13,5,0,0,0,0,5,1,425.6,2025-01-12 16:15:28,2025-06-27 23:41:07,/schedule-demo
CL10774,4,4,4,0,1,1,0,0,2,0,396.0,2025-02-05 21:12:04,2025-06-29 14:30:26,/ai-assistant
CL10775,14,14,14,2,4,0,0,1,7,0,444.8,2025-01-04 00:30:32,2025-06-26 11:15:05,/ai-assistant
CL10776,12,12,12,0,1,0,0,0,1,1,494.9,2025-02-14 07:41:22,2025-06-30 05:06:13,/
CL10777,5,5,5,0,0,0,0,0,0,0,463.2,2025-01-02 20:02:44,2025-05-16 00:56:05,/case-studies
CL10778,11,11,11,2,2,0,1,2,7,1,769.5,2025-01-05 19:13:43,2025-06-12 03:50:32,/ai-assistant
CL10779,7,7,7,0,0,0,0,0,0,0,512.9,2025-01-23 18:43:07,2025-06-30 18:30:35,/services
CL10780,7,7,7,2,1,0,1,0,4,0,645.1,2025-01-02 20:52:08,2025-04-24 17:09:58,/schedule-demo
CL10781,10,10,10,2,0,0,2,0,4,1,482.3,2025-01-07 02:15:23,2025-06-28 17:17:06,/services
CL10782,11,11,11,2,1,0,0,0,3,2,512.5,2025-01-19 12:43:00,2025-06-15 00:41:10,/pricing
CL10783,10,10,10,0,1,0,0,2,3,0,483.5,2025-01-23 04:15:19,2025-06-26 21:38:16,/pricing
CL10784,8,8,8,0,1,0,0,0,1,0,363.0,2025-01-25 20:08:36,2025-06-08 19:01:39,/
CL10785,12,12,12,0,2,0,0,0,2,0,506.3,2025-01-18 05:34:52,2025-06-20 07:14:59,/
CL10786,6,6,6,0,0,1,0,0,1,0,382.7,2025-01-06 02:34:21,2025-06-04 15:38:49,/services
CL10787,7,7,7,1,0,0,0,0,1,0,373.7,2025-01-08 18:08:11,2025-05-30 18:00:51,/
CL10788,5,5,5,1,0,1,0,0,2,0,492.0,2025-01-13 10:11:51,2025-06-02 11:07:02,/services
CL10789,8,8,8,1,0,0,0,1,2,0,444.8,2025-01-11 18:30:38,2025-05-17 10:41:22,/services
CL10790,7,7,7,1,3,0,0,0,4,0,448.0,2025-01-19 19:58:00,2025-06-19 05:55:04,/ai-assistant
CL10791,14,14,14,0,2,0,0,0,2,1,638.9,2025-01-15 13:32:18,2025-06-28 03:00:19,/
CL10792,8,8,8,0,1,1,0,0,2,0,475.0,2025-02-06 10:56:07,2025-06-27 03:42:28,/
CL10793,11,11,11,1,2,2,0,1,6,1,506.7,2025-01-03 02:24:26,2025-06-22 20:27:17,/
CL10794,10,10,10,1,1,0,1,1,4,2,570.2,2025-01-05 07:14:58,2025-06-25 05:39:48,/case-studies
CL10795,8,8,8,2,2,0,0,1,5,1,467.0,2025-01-04 10:55:40,2025-06-14 04:11:21,/ai-assistant
CL10796,6,6,6,0,1,0,0,0,1,1,438.7,2025-01-06 00:08:46,2025-06-09 11:50:07,/services
CL10797,6,6,6,0,0,0,0,0,0,0,534.3,2025-01-24 19:52:10,2025-06-23 20:24:52,/
CL10798,17,17,17,1,2,0,0,0,3,4,591.9,2025-01-11 02:23:01,2025-06-27 21:19:26,/
CL10799,5,5,5,1,1,0,0,1,3,0,318.4,2025-01-18 08:06:44,2025-05-03 19:19:44,/ai-assistant
CL10800,7,7,7,0,1,0,0,0,1,0,414.3,2025-03-10 08:31:32,2025-06-20 21:14:25,/
CL10801,9,9,9,0,3,0,0,0,3,0,442.8,2025-01-15 08:57:59,2025-06-29 20:50:24,/
CL10802,15,15,15,3,1,0,0,3,7,1,490.5,2025-01-11 05:40:54,2025-06-24 17:17:14,/
CL10803,16,16,16,0,0,1,0,0,1,1,536.4,2025-01-12 16:48:31,2025-06-12 11:52:29,/services
CL10804,10,10,10,0,0,0,0,1,1,2,400.2,2025-01-11 01:00:04,2025-06-25 02:38:04,/case-studies
CL10805,10,10,10,0,0,1,0,0,1,2,555.0,2025-01-15 04:10:29,2025-06-19 10:53:57,/services
CL10806,15,15,15,0,1,0,0,0,1,1,415.9,2025-01-04 11:39:07,2025-05-31 03:02:07,/
CL10807,11,11,11,2,1,2,0,1,6,0,406.0,2025-02-07 08:00:00,2025-06-27 11:29:18,/services
CL10808,6,6,6,3,0,0,0,0,3,4,888.8,2025-01-06 03:57:15,2025-06-10 07:33:54,/schedule-demo
CL10809,12,12,12,2,2,0,0,0,4,0,407.1,2025-01-02 03:22:32,2025-06-24 18:48:47,/case-studies
CL10810,7,7,7,0,0,1,0,0,1,0,391.9,2025-01-07 08:01:34,2025-06-16 02:48:00,/
CL10811,9,9,9,2,2,0,0,1,5,0,493.7,2025-01-15 16:10:48,2025-06-07 18:19:19,/ai-assistant
CL10812,10,10,10,2,1,0,0,0,3,0,461.0,2025-01-03 18:13:51,2025-06-11 03:24:07,/services
CL10813,10,10,10,2,1,0,0,0,3,0,327.6,2025-02-12 04:29:30,2025-06-06 18:39:26,/pricing
CL10814,10,10,10,0,0,0,0,0,0,0,485.6,2025-01-04 11:09:54,2025-06-29 02:36:07,/
CL10815,10,10,10,0,1,0,0,0,1,1,686.0,2025-01-12 03:32:31,2025-06-18 06:23:13,/
CL10816,4,4,4,0,1,0,0,0,1,0,414.0,2025-01-30 06:02:56,2025-05-09 22:33:15,/
CL10817,8,8,8,0,0,0,0,0,0,0,466.0,2025-01-04 12:45:16,2025-06-27 02:25:39,/
CL10818,10,10,10,2,0,0,0,0,2,0,425.7,2025-02-11 06:11:52,2025-06-03 22:01:01,/
CL10819,10,10,10,3,1,0,0,0,4,1,620.6,2025-01-09 14:04:24,2025-06-10 15:25:56,/schedule-demo
CL10820,10,10,10,2,1,1,0,0,4,1,466.4,2025-01-12 20:26:11,2025-06-05 00:26:11,/
CL10821,3,3,3,2,0,0,0,0,2,0,600.7,2025-02-21 05:33:03,2025-06-25 15:52:17,/schedule-demo
CL10822,8,8,8,2,0,0,0,0,2,0,460.5,2025-01-07 12:21:01,2025-06-08 14:49:09,/contact
CL10823,7,7,7,1,0,0,0,0,1,0,557.7,2025-01-19 15:29:39,2025-05-13 07:31:25,/services
CL10824,12,12,12,0,2,0,0,0,2,1,485.2,2025-01-21 19:23:14,2025-06-27 16:40:53,/services
CL10825,6,6,6,0,2,0,0,0,2,1,420.8,2025-01-11 07:53:04,2025-06-23 03:16:24,/
CL10826,8,8,8,0,0,0,0,0,0,1,502.6,2025-01-27 04:12:21,2025-06-26 07:32:19,/pricing
CL10827,13,13,13,3,1,0,0,0,4,0,532.9,2025-01-04 06:50:33,2025-06-29 22:05:42,/
CL10828,8,8,8,2,1,0,1,0,4,0,523.2,2025-03-08 11:26:06,2025-06-24 00:48:50,/
CL10829,8,8,8,2,0,0,0,1,3,0,527.8,2025-01-01 23:32:20,2025-06-30 04:34:38,/pricing
CL10830,8,8,8,1,0,0,0,1,2,1,482.5,2025-02-20 06:51:30,2025-05-25 06:01:36,/pricing
CL10831,12,12,12,1,2,0,0,1,4,0,440.0,2025-02-13 17:58:24,2025-06-14 01:49:47,/services
CL10832,14,14,14,0,1,0,0,0,1,1,379.5,2025-01-22 21:41:00,2025-06-26 11:43:45,/
CL10833,14,14,14,2,3,0,0,1,6,0,532.4,2025-01-02 14:50:46,2025-06-21 20:40:22,/
CL10834,12,12,12,0,2,0,0,0,2,0,534.2,2025-01-28 19:35:13,2025-06-08 01:23:12,/services
CL10835,7,7,7,2,1,0,0,0,3,0,512.0,2025-01-14 00:13:04,2025-06-29 22:33:36,/services
CL10836,9,9,9,0,0,0,0,0,0,1,455.0,2025-02-05 22:33:03,2025-06-13 10:48:31,/
CL10837,9,9,9,1,1,0,1,1,4,0,477.3,2025-02-23 15:36:18,2025-06-27 15:12:46,/contact
CL10838,11,11,11,2,1,0,0,0,3,1,505.6,2025-01-31 17:56:04,2025-06-30 07:37:17,/
CL10839,6,6,6,0,1,0,0,0,1,1,729.7,2025-02-05 01:32:38,2025-06-22 04:03:31,/
CL10840,8,8,8,0,1,0,0,0,1,1,451.9,2025-02-12 05:18:31,2025-06-20 14:52:39,/
CL10841,7,7,7,2,1,0,0,1,4,0,549.3,2025-01-24 10:08:27,2025-06-13 16:03:16,/schedule-demo
CL10842,11,11,11,1,1,0,0,0,2,0,542.0,2025-01-18 14:17:37,2025-06-16 13:40:23,/services
CL10843,4,4,4,2,0,0,0,0,2,1,526.0,2025-02-12 01:31:58,2025-05-01 22:07:52,/schedule-demo
CL10844,8,8,8,0,0,1,0,0,1,0,408.5,2025-01-09 10:54:14,2025-06-05 12:41:14,/
CL10845,3,3,3,0,0,0,1,0,1,1,512.7,2025-01-24 03:18:08,2025-04-24 06:07:41,/contact
CL10846,8,8,8,0,0,0,0,0,0,0,578.5,2025-01-13 04:24:29,2025-05-29 12:02:38,/
CL10847,11,11,11,0,1,1,0,0,2,0,404.8,2025-01-16 15:17:34,2025-06-12 20:28:57,/
CL10848,9,9,9,4,0,0,0,0,4,0,469.7,2025-01-08 08:44:42,2025-06-27 20:24:00,/schedule-demo
CL10849,11,11,11,1,3,0,0,0,4,0,383.8,2025-01-17 16:46:34,2025-06-28 09:28:33,/services
CL10850,10,10,10,0,2,1,0,0,3,0,429.6,2025-02-25 09:00:13,2025-06-09 20:04:05,/services
CL10851,15,15,15,0,3,1,0,0,4,1,554.7,2025-01-08 22:48:12,2025-06-27 00:37:14,/
CL10852,11,11,11,2,0,0,0,1,3,0,369.2,2025-01-03 18:40:38,2025-06-09 00:56:26,/
CL10853,8,8,8,1,0,0,0,1,2,0,294.6,2025-01-31 22:30:20,2025-06-30 08:18:24,/pricing
CL10854,6,6,6,0,0,0,0,0,0,0,429.2,2025-02-02 01:17:08,2025-05-05 12:49:42,/
CL10855,6,6,6,2,2,0,1,0,5,1,488.5,2025-02-21 07:15:12,2025-05-30 22:08:18,/ai-assistant
CL10856,17,17,17,2,1,1,0,0,4,0,460.4,2025-01-12 21:43:38,2025-06-23 12:57:54,/
CL10857,12,12,12,1,1,0,0,0,2,1,608.0,2025-01-06 07:38:46,2025-06-20 05:03:04,/
CL10858,8,8,8,0,1,0,0,0,1,1,555.8,2025-02-15 18:11:29,2025-06-17 22:04:45,/contact
CL10859,10,10,10,2,1,0,0,0,3,0,455.9,2025-01-05 01:50:59,2025-06-30 00:40:50,/
CL10860,9,9,9,2,1,1,0,0,4,2,509.0,2025-01-15 00:36:19,2025-06-28 18:09:20,/pricing
CL10861,17,17,17,2,0,0,0,2,4,1,522.4,2025-01-15 21:38:43,2025-06-29 03:19:38,/services
CL10862,16,16,16,2,1,1,0,0,4,1,445.9,2025-01-07 17:35:44,2025-06-03 00:59:14,/
CL10863,10,10,10,2,1,0,0,0,3,0,350.0,2025-01-26 03:45:06,2025-06-11 09:21:24,/services
CL10864,9,9,9,1,3,0,0,2,6,0,502.1,2025-01-07 10:24:17,2025-05-25 03:56:03,/ai-assistant
CL10865,11,11,11,0,2,0,0,0,2,0,415.3,2025-02-22 02:23:49,2025-06-30 12:36:52,/contact
CL10866,6,6,6,3,0,0,0,0,3,0,382.3,2025-02-14 22:58:39,2025-04-12 00:20:38,/schedule-demo
CL10867,10,10,10,1,1,0,0,0,2,0,413.9,2025-01-26 00:56:41,2025-06-21 18:44:30,/services
CL10868,12,12,12,1,1,0,0,0,2,0,618.1,2025-01-16 11:07:26,2025-06-21 14:09:38,/contact
CL10869,13,13,13,4,3,0,0,0,7,0,467.4,2025-01-04 20:59:37,2025-06-30 17:16:15,/schedule-demo
CL10870,13,13,13,1,2,0,0,1,4,0,448.1,2025-01-17 20:21:53,2025-06-26 11:41:00,/
CL10871,5,5,5,0,0,1,0,0,1,0,347.0,2025-01-12 21:17:19,2025-06-15 21:21:51,/contact
CL10872,9,9,9,2,3,0,0,0,5,0,462.7,2025-01-11 06:48:55,2025-05-19 22:43:18,/ai-assistant
CL10873,15,15,15,4,0,1,0,0,5,0,505.7,2025-01-02 12:32:44,2025-06-19 18:23:08,/
CL10874,9,9,9,0,0,1,0,0,1,0,382.3,2025-01-18 11:43:24,2025-06-18 16:15:19,/
CL10875,15,15,15,0,3,2,0,0,5,0,518.5,2025-01-02 22:07:27,2025-06-23 10:22:30,/
CL10876,12,12,12,0,2,1,0,0,3,0,420.2,2025-01-24 04:48:21,2025-06-20 09:59:56,/
CL10877,5,5,5,0,1,0,0,0,1,0,445.0,2025-01-22 23:17:16,2025-04-29 17:08:49,/contact
CL10878,8,8,8,4,1,0,0,0,5,0,412.2,2025-01-06 04:00:16,2025-05-13 14:39:02,/schedule-demo
CL10879,6,6,6,0,0,0,0,0,0,0,435.7,2025-01-26 11:34:14,2025-06-10 13:13:37,/services
CL10880,8,8,8,1,0,0,0,0,1,1,524.5,2025-02-05 04:16:40,2025-06-23 11:19:00,/
