client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,web_visit_count,inquiry_submit_count,demo_request_count,ai_assistant_request_count,contract_confirmation_count,avg_response_time_ms,web_error_count,total_web_events,lead_quality,total_page_views,high_intent_hits,unique_pages_visited,avg_web_response_ms,web_error_hits,first_web_event,last_web_event,intent_score,commercial_readiness_score,priority_band
CL10311,SESS70311,186.36.211.12,Large,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Government,Threat Detection Platform,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-04-09,2025-04-11,2025-04-20,,Proposal Sent,1,1,1,0,85,0.3374,0.0,42658.29,27812.51,-27812.51,,BWP,5,1,1,5,0,466.0,0,13,Hot,13,9,7,466.0,0,2025-04-09T16:36:00,2025-04-10T09:58:00,100,92,Urgent Follow-up
CL10312,SESS70312,41.129.80.140,Medium,India,International,Bengaluru,12.9716,77.5946,Medium,0.55,Legal Services,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR008,Lesedi,International Expansion,500000,2025-03-29,,,,Inquiry,1,0,0,0,47,0.1828,0.0,4853.46,5841.0,-5841.0,,BWP,5,1,0,1,0,471.4,1,7,Medium,7,3,5,471.4,1,2025-03-29T14:22:00,2025-03-29T22:46:00,42,45,Low Priority
CL10313,SESS70313,132.38.140.176,Small,Germany,International,Berlin,52.52,13.405,High,0.69,Education,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR007,Neo,International Expansion,520000,2025-02-22,2025-02-27,2025-03-07,2025-03-15,Contract Confirmed,1,1,1,1,79,0.6607,18859.73,9821.26,3270.18,15589.55,21.0,BWP,3,1,1,1,1,422.4,0,8,High,8,5,7,422.4,0,2025-02-22T21:35:00,2025-02-23T07:08:00,66,73,Sales Ready
CL10314,SESS70314,52.148.140.44,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Government,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR001,Naledi,Botswana Core,420000,2025-03-20,2025-03-23,2025-04-01,,Proposal Sent,1,1,1,0,68,0.2602,0.0,14094.22,11915.64,-11915.64,,BWP,5,1,1,1,0,451.8,0,9,High,9,6,7,451.8,0,2025-03-20T16:45:00,2025-03-21T03:44:00,78,72,Sales Ready
CL10315,SESS70315,129.236.100.3,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-03-20,2025-03-22,2025-03-31,2025-04-16,Contract Confirmed,1,1,1,1,62,0.4333,18071.59,11114.63,5643.0,12428.59,27.0,BWP,5,1,1,0,1,394.0,0,9,Medium,9,7,7,394.0,0,2025-03-20T13:12:00,2025-03-20T21:46:00,88,74,Sales Ready
CL10316,SESS70316,104.21.82.222,Small,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Logistics,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-03-12,,,,Inquiry,1,0,0,0,46,0.1772,0.0,3433.56,4262.54,-4262.54,,BWP,5,1,0,0,0,451.0,0,6,Medium,6,2,4,451.0,0,2025-03-12T18:18:00,2025-03-13T01:33:00,32,40,Low Priority
CL10317,SESS70317,189.21.81.111,Small,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Telecommunications,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-03-22,2025-03-29,,,Demo Requested,1,1,0,0,65,0.3328,0.0,14862.74,9824.24,-9824.24,,BWP,5,1,1,0,0,419.6,1,7,Medium,7,3,5,419.6,1,2025-03-22T11:11:00,2025-03-22T18:24:00,42,55,Nurture
CL10318,SESS70318,98.202.99.48,Small,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Government,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-05-14,2025-05-19,,,Demo Requested,1,1,0,0,74,0.4046,0.0,17091.47,9294.2,-9294.2,,BWP,5,1,1,1,0,386.5,0,8,High,8,5,6,386.5,0,2025-05-14T16:22:00,2025-05-15T00:59:00,66,70,Sales Ready
CL10319,SESS70319,54.167.238.209,Medium,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Mining,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-03-06,2025-03-07,2025-03-10,2025-03-26,Contract Confirmed,1,1,1,1,65,0.3328,30570.17,19389.09,12816.14,17754.03,20.0,BWP,4,1,1,1,1,352.8,0,9,Medium,9,7,8,352.8,0,2025-03-06T18:29:00,2025-03-07T03:20:00,88,75,Sales Ready
CL10320,SESS70320,167.185.51.50,Medium,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Financial Services,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-06-23,,,,Inquiry,1,0,0,0,88,0.3928,0.0,13258.56,7425.0,-7425.0,,BWP,5,1,0,1,0,340.0,0,7,Hot,7,5,6,340.0,0,2025-06-23T16:05:00,2025-06-24T00:17:00,64,77,Sales Ready
CL10321,SESS70321,166.142.26.1,Medium,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Healthcare,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR005,Amogelang,Regional Growth,410000,2025-06-18,2025-06-21,2025-06-29,,Proposal Sent,1,1,1,0,53,0.1766,0.0,11657.17,14520.0,-14520.0,,BWP,4,1,1,0,0,384.7,0,7,Medium,7,4,6,384.7,0,2025-06-18T16:38:00,2025-06-19T05:37:00,54,53,Nurture
CL10322,SESS70322,98.240.86.145,Small,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Mining,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-04-10,2025-04-14,2025-04-20,,Proposal Sent,1,1,1,0,67,0.3153,0.0,13265.61,9256.1,-9256.1,,BWP,3,1,1,1,0,395.0,0,7,High,7,5,7,395.0,0,2025-04-10T11:10:00,2025-04-10T19:22:00,64,66,Sales Ready
CL10323,SESS70323,138.138.253.23,Large,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Hospitality,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-03-13,2025-03-14,2025-03-20,2025-04-14,Contract Confirmed,1,1,1,1,80,0.536,13904.77,11545.24,4738.31,9166.46,32.0,BWP,4,1,1,1,1,336.6,0,9,High,9,7,9,336.6,0,2025-03-13T10:03:00,2025-03-13T17:36:00,88,84,Urgent Follow-up
CL10324,SESS70324,54.224.218.232,Small,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Retail,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-04-19,2025-04-24,2025-04-30,,Proposal Sent,1,1,1,0,53,0.2429,0.0,3419.19,3097.38,-3097.38,,BWP,3,1,1,0,0,430.5,0,6,Medium,6,4,6,430.5,0,2025-04-19T21:13:00,2025-04-20T05:01:00,52,53,Nurture
CL10325,SESS70325,151.0.129.98,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Legal Services,Executive Cyber Training,Training,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-06-08,,,,Inquiry,1,0,0,0,71,0.3985,0.0,5739.73,3169.11,-3169.11,,BWP,2,1,0,2,0,458.8,0,5,High,5,3,4,458.8,0,2025-06-08T17:34:00,2025-06-09T03:29:00,40,57,Nurture
CL10326,SESS70326,153.26.189.70,Micro,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Healthcare,AI Security Audit,Advisory,Regional Roadshow,Windhoek SME Security Roadshow,SR005,Amogelang,Regional Growth,410000,2025-05-09,,,,Inquiry,1,0,0,0,44,0.1156,0.0,3241.26,6171.0,-6171.0,,BWP,3,1,0,2,0,342.2,1,6,Low,6,4,5,342.2,1,2025-05-09T21:44:00,2025-05-10T07:18:00,50,47,Nurture
CL10327,SESS70327,128.6.83.211,Small,Germany,International,Berlin,52.52,13.405,High,0.69,Education,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR008,Lesedi,International Expansion,500000,2025-06-02,2025-06-03,,,Demo Requested,1,1,0,0,58,0.3204,0.0,11657.1,8003.34,-8003.34,,BWP,2,1,1,1,0,477.6,0,5,Medium,5,3,5,477.6,0,2025-06-02T22:55:00,2025-06-03T02:58:00,40,50,Nurture
CL10328,SESS70328,109.37.218.1,Small,Kenya,Wider Africa,Mombasa,-4.0435,39.6682,High,0.58,Logistics,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR005,Amogelang,Regional Growth,410000,2025-04-19,2025-04-23,2025-04-26,2025-05-14,Contract Confirmed,1,1,1,1,96,0.3576,52871.66,19890.27,12235.08,40636.58,25.0,BWP,8,1,1,2,1,430.9,1,14,Hot,14,11,9,430.9,1,2025-04-19T10:43:00,2025-04-20T10:30:00,100,98,Urgent Follow-up
CL10329,SESS70329,188.50.10.103,Enterprise,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Education,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-05-05,2025-05-10,2025-05-16,,Proposal Sent,1,1,1,0,98,0.3882,0.0,42803.6,24260.44,-24260.44,,BWP,4,1,1,2,0,358.2,0,9,Hot,9,7,7,358.2,0,2025-05-05T17:28:00,2025-05-06T04:52:00,88,94,Urgent Follow-up
CL10330,SESS70330,109.243.190.221,Micro,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Financial Services,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-03-05,2025-03-07,,,Demo Requested,1,1,0,0,48,0.129,0.0,4499.73,7672.5,-7672.5,,BWP,4,1,1,3,0,394.1,0,9,Medium,9,7,7,394.1,0,2025-03-05T08:20:00,2025-03-05T23:26:00,88,66,Sales Ready
CL10331,SESS70331,77.124.220.237,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Legal Services,Cloud Security Analytics,Analytics,Industry Conference,Johannesburg FinTech Cyber Briefing,SR003,Lorato,South Africa Enterprise,480000,2025-05-22,,,,Inquiry,1,0,0,0,56,0.2467,0.0,11150.65,9943.56,-9943.56,,BWP,3,1,0,2,0,346.2,0,6,Medium,6,4,5,346.2,0,2025-05-22T11:33:00,2025-05-22T19:17:00,52,54,Nurture
CL10332,SESS70332,45.56.147.146,Medium,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Financial Services,SME Security Package,SME,Email Nurture,SME Security Education Series,SR006,Boitumelo,Regional Growth,400000,2025-02-15,2025-02-20,2025-03-01,,Proposal Sent,1,1,1,0,80,0.3623,0.0,11322.49,6875.0,-6875.0,,BWP,5,1,1,0,0,450.2,0,8,High,8,6,6,450.2,0,2025-02-15T17:15:00,2025-02-16T06:19:00,76,78,Sales Ready
CL10333,SESS70333,79.165.237.237,Large,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Telecommunications,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-05-16,2025-05-17,2025-05-24,2025-05-31,Contract Confirmed,1,1,1,1,67,0.3153,53326.86,21393.87,14927.62,38399.24,15.0,BWP,3,1,1,2,1,383.4,0,9,High,9,6,7,383.4,0,2025-05-16T11:57:00,2025-05-16T21:26:00,78,72,Sales Ready
CL10334,SESS70334,48.190.138.36,Medium,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Financial Services,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR006,Boitumelo,Regional Growth,400000,2025-06-10,2025-06-13,,,Demo Requested,1,1,0,0,71,0.4679,0.0,11112.87,5225.0,-5225.0,,BWP,5,1,1,2,0,413.1,1,9,High,9,7,7,413.1,1,2025-06-10T08:39:00,2025-06-10T17:33:00,86,78,Sales Ready
CL10335,SESS70335,68.254.71.241,Large,Eswatini,SADC,Mbabane,-26.3054,31.1367,Emerging,0.27,Financial Services,AI Security Audit,Advisory,Direct Visit,Organic Website Visit,SR003,Lorato,South Africa Enterprise,480000,2025-01-31,2025-02-06,2025-02-09,2025-03-03,Contract Confirmed,1,1,1,1,65,0.1837,60286.2,13493.88,16156.8,44129.4,31.0,BWP,5,1,1,0,1,499.0,0,9,Medium,9,7,8,499.0,0,2025-01-31T20:16:00,2025-02-01T08:00:00,88,75,Sales Ready
CL10336,SESS70336,93.88.91.74,Micro,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Financial Services,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR007,Neo,International Expansion,520000,2025-05-02,2025-05-07,2025-05-12,,Proposal Sent,1,1,1,0,86,0.372,0.0,19752.24,11682.0,-11682.0,,BWP,3,1,1,0,0,420.0,0,6,Hot,6,3,5,420.0,0,2025-05-02T08:02:00,2025-05-02T18:39:00,42,66,Sales Ready
CL10337,SESS70337,188.210.187.128,Micro,Mauritius,SADC,Port Louis,-20.1609,57.5012,Medium,0.48,Healthcare,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-01-23,,,,Inquiry,1,0,0,0,60,0.2477,0.0,7503.83,6664.68,-6664.68,,BWP,3,1,0,0,0,315.0,0,4,Medium,4,2,4,315.0,0,2025-01-23T14:23:00,2025-01-23T18:46:00,28,46,Nurture
CL10338,SESS70338,162.244.245.126,Enterprise,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Telecommunications,SME Security Package,SME,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-05-20,2025-05-25,2025-05-30,2025-06-06,Contract Confirmed,1,1,1,1,61,0.3642,33448.38,17376.97,10495.98,22952.4,17.0,BWP,3,1,1,0,1,514.6,0,7,Medium,7,5,7,514.6,0,2025-05-20T18:04:00,2025-05-21T02:42:00,64,62,Nurture
CL10339,SESS70339,123.154.142.103,Medium,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Retail,Threat Detection Platform,Platform,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-01-21,,,,Inquiry,1,0,0,0,25,0.03,0.0,2208.75,16197.5,-16197.5,,BWP,4,1,0,0,0,329.6,0,5,Low,5,2,4,329.6,0,2025-01-21T18:38:00,2025-01-21T22:24:00,30,27,Low Priority
CL10340,SESS70340,104.187.245.185,Medium,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Logistics,SME Security Package,SME,Direct Visit,Organic Website Visit,SR005,Amogelang,Regional Growth,410000,2025-06-21,2025-06-22,,,Demo Requested,1,1,0,0,61,0.2374,0.0,5460.73,5060.0,-5060.0,,BWP,3,1,1,1,0,471.7,1,6,Medium,6,4,6,471.7,1,2025-06-21T11:02:00,2025-06-21T17:33:00,50,56,Nurture
CL10341,SESS70341,58.234.144.157,Large,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Education,SME Security Package,SME,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-02-01,2025-02-08,2025-02-10,,Proposal Sent,1,1,1,0,98,0.622,0.0,19965.06,7061.12,-7061.12,,BWP,5,1,1,1,0,452.6,0,9,Hot,9,6,8,452.6,0,2025-02-01T17:20:00,2025-02-02T03:35:00,78,89,Urgent Follow-up
CL10342,SESS70342,95.25.155.180,Micro,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Government,Threat Detection Platform,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR004,Thato,South Africa Enterprise,460000,2025-06-25,2025-06-30,,,Demo Requested,1,1,0,0,55,0.1811,0.0,10732.86,13037.11,-13037.11,,BWP,3,1,1,1,0,514.5,0,6,Medium,6,4,6,514.5,0,2025-06-25T21:02:00,2025-06-26T04:39:00,52,54,Nurture
CL10343,SESS70343,103.214.240.203,Medium,Germany,International,Berlin,52.52,13.405,High,0.69,Healthcare,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR007,Neo,International Expansion,520000,2025-06-01,2025-06-06,,,Demo Requested,1,1,0,0,83,0.5595,0.0,18155.63,7139.0,-7139.0,,BWP,6,1,1,1,0,400.7,0,9,Hot,9,7,7,400.7,0,2025-06-01T19:55:00,2025-06-02T07:05:00,88,85,Urgent Follow-up
CL10344,SESS70344,152.173.48.148,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Logistics,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-04-29,2025-05-02,,,Demo Requested,1,1,0,0,83,0.3343,0.0,11010.29,7246.32,-7246.32,,BWP,5,1,1,1,0,364.0,0,8,Hot,8,4,6,364.0,0,2025-04-29T13:27:00,2025-04-30T01:09:00,56,71,Sales Ready
CL10345,SESS70345,123.138.36.41,Small,Germany,International,Berlin,52.52,13.405,High,0.69,Government,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-05-29,,,,Inquiry,1,0,0,0,55,0.3907,0.0,8062.2,4539.78,-4539.78,,BWP,5,1,0,0,0,409.5,0,6,Medium,6,3,5,409.5,0,2025-05-29T21:47:00,2025-05-30T07:03:00,42,49,Nurture
CL10346,SESS70346,58.178.0.52,Micro,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Healthcare,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR005,Amogelang,Regional Growth,410000,2025-05-31,,,,Inquiry,1,0,0,0,59,0.2525,0.0,4166.4,3630.0,-3630.0,,BWP,3,1,0,2,0,440.0,0,6,Medium,6,4,5,440.0,0,2025-05-31T22:41:00,2025-06-01T02:34:00,52,56,Nurture
CL10347,SESS70347,114.127.150.187,Medium,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Legal Services,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR003,Lorato,South Africa Enterprise,480000,2025-06-23,2025-06-30,2025-07-08,2025-08-01,Contract Confirmed,1,1,1,1,97,0.4635,27335.83,20948.44,9943.56,17392.27,39.0,BWP,6,1,1,0,1,392.4,0,10,Hot,10,5,7,392.4,0,2025-06-23T08:36:00,2025-06-23T23:18:00,70,85,Urgent Follow-up
CL10348,SESS70348,103.1.85.111,Medium,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Telecommunications,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-02-26,2025-03-05,,,Demo Requested,1,1,0,0,60,0.2642,0.0,19517.97,16251.84,-16251.84,,BWP,9,1,1,1,0,451.6,0,12,Medium,12,8,7,451.6,0,2025-02-26T15:18:00,2025-02-27T08:41:00,100,78,Sales Ready
CL10349,SESS70349,70.87.218.13,Small,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Financial Services,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-04-28,2025-05-04,2025-05-14,,Proposal Sent,1,1,1,0,80,0.3791,0.0,18563.13,10772.19,-10772.19,,BWP,5,1,1,0,0,402.4,0,8,High,8,5,7,402.4,0,2025-04-28T09:33:00,2025-04-28T21:05:00,66,74,Sales Ready
CL10350,SESS70350,49.214.127.33,Small,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Retail,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-01-23,2025-01-25,,,Demo Requested,1,1,0,0,42,0.1278,0.0,2557.79,4401.54,-4401.54,,BWP,3,1,1,1,0,376.5,0,6,Low,6,4,6,376.5,0,2025-01-23T17:20:00,2025-01-24T00:48:00,52,46,Nurture
CL10351,SESS70351,127.62.193.239,Medium,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Financial Services,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-05-03,2025-05-05,,,Demo Requested,1,1,0,0,77,0.3874,0.0,31383.11,17820.0,-17820.0,,BWP,5,1,1,0,0,419.3,0,7,High,7,5,6,419.3,0,2025-05-03T09:48:00,2025-05-03T21:38:00,64,71,Sales Ready
CL10352,SESS70352,51.244.61.202,Enterprise,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Government,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR004,Thato,South Africa Enterprise,460000,2025-02-09,2025-02-14,,,Demo Requested,1,1,0,0,95,0.4843,0.0,23915.0,10864.26,-10864.26,,BWP,5,1,1,2,0,456.0,0,9,Hot,9,6,7,456.0,0,2025-02-09T10:26:00,2025-02-09T21:54:00,78,87,Urgent Follow-up
CL10353,SESS70353,49.222.172.191,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Government,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR002,Kagiso,Botswana Core,390000,2025-04-24,2025-05-01,,,Demo Requested,1,1,0,0,76,0.3315,0.0,19642.02,13037.11,-13037.11,,BWP,2,1,1,1,0,495.8,0,5,High,5,3,5,495.8,0,2025-04-24T19:51:00,2025-04-25T02:19:00,40,60,Nurture
CL10354,SESS70354,50.13.192.184,Medium,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Legal Services,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-04-25,2025-04-27,,,Demo Requested,1,1,0,0,57,0.2198,0.0,11871.05,11880.0,-11880.0,,BWP,5,1,1,0,0,402.9,0,7,Medium,7,3,5,402.9,0,2025-04-25T20:09:00,2025-04-26T04:58:00,44,51,Nurture
CL10355,SESS70355,89.54.198.57,Small,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Government,Cloud Security Analytics,Analytics,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-04-07,2025-04-12,2025-04-19,2025-04-25,Contract Confirmed,1,1,1,1,63,0.2452,59735.75,11332.71,10168.95,49566.8,18.0,BWP,3,1,1,0,1,418.4,0,7,Medium,7,5,7,418.4,0,2025-04-07T23:02:00,2025-04-08T09:11:00,64,63,Nurture
CL10356,SESS70356,123.80.123.216,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Education,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR001,Naledi,Botswana Core,420000,2025-04-17,2025-04-22,,,Demo Requested,1,1,0,0,66,0.2495,0.0,13741.13,12117.6,-12117.6,,BWP,5,1,1,2,0,364.8,2,9,High,9,6,7,364.8,2,2025-04-17T18:22:00,2025-04-18T12:08:00,74,70,Sales Ready
CL10357,SESS70357,79.120.204.187,Small,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Education,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR005,Amogelang,Regional Growth,410000,2025-05-26,2025-05-29,2025-06-05,,Proposal Sent,1,1,1,0,58,0.1549,0.0,7957.39,11304.15,-11304.15,,BWP,3,1,1,0,0,456.5,0,6,Medium,6,4,6,456.5,0,2025-05-26T13:52:00,2025-05-26T23:33:00,52,55,Nurture
CL10358,SESS70358,153.155.121.6,Medium,India,International,Bengaluru,12.9716,77.5946,Medium,0.55,Hospitality,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR007,Neo,International Expansion,520000,2025-06-01,2025-06-07,,,Demo Requested,1,1,0,0,72,0.3969,0.0,9601.72,5321.8,-5321.8,,BWP,5,1,1,1,0,487.1,0,8,High,8,6,6,487.1,0,2025-06-01T10:58:00,2025-06-02T01:11:00,76,74,Sales Ready
CL10359,SESS70359,153.49.243.225,Small,India,International,Mumbai,19.076,72.8777,Medium,0.55,Financial Services,AI Security Audit,Advisory,Industry Conference,Johannesburg FinTech Cyber Briefing,SR008,Lesedi,International Expansion,500000,2025-04-12,2025-04-16,,,Demo Requested,1,1,0,0,55,0.2283,0.0,11164.48,10757.18,-10757.18,,BWP,7,1,1,0,0,385.8,0,9,Medium,9,7,6,385.8,0,2025-04-12T22:29:00,2025-04-13T11:18:00,88,70,Sales Ready
CL10360,SESS70360,189.178.160.78,Medium,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Logistics,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR003,Lorato,South Africa Enterprise,480000,2025-04-30,2025-05-02,2025-05-04,,Proposal Sent,1,1,1,0,51,0.1633,0.0,9733.62,13115.52,-13115.52,,BWP,3,1,1,1,0,472.0,1,7,Medium,7,5,7,472.0,1,2025-04-30T15:32:00,2025-04-30T22:41:00,62,56,Nurture
CL10361,SESS70361,109.41.88.237,Medium,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Government,Cloud Security Analytics,Analytics,Regional Roadshow,Windhoek SME Security Roadshow,SR005,Amogelang,Regional Growth,410000,2025-06-21,2025-06-28,,,Demo Requested,1,1,0,0,60,0.2122,0.0,11642.05,12071.4,-12071.4,,BWP,5,1,1,0,0,456.6,0,7,Medium,7,2,4,456.6,0,2025-06-21T12:30:00,2025-06-21T22:12:00,34,48,Nurture
CL10362,SESS70362,168.115.14.162,Small,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Mining,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-01-29,2025-02-02,,,Demo Requested,1,1,0,0,75,0.3937,0.0,9619.06,5374.51,-5374.51,,BWP,3,1,1,1,0,524.2,0,6,High,6,4,6,524.2,0,2025-01-29T18:24:00,2025-01-29T23:44:00,52,65,Nurture
CL10363,SESS70363,94.198.127.93,Small,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Education,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-01-28,2025-02-01,,,Demo Requested,1,1,0,0,52,0.1936,0.0,6444.93,7325.09,-7325.09,,BWP,4,1,1,2,0,417.4,0,8,Medium,8,5,6,417.4,0,2025-01-28T19:07:00,2025-01-29T05:52:00,66,58,Nurture
CL10364,SESS70364,131.245.69.178,Large,Zambia,SADC,Ndola,-12.9587,28.6366,Medium,0.38,Financial Services,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-01-21,2025-01-25,2025-02-01,,Proposal Sent,1,1,1,0,74,0.3121,0.0,22920.2,16156.8,-16156.8,,BWP,3,1,1,2,0,352.1,0,8,High,8,6,7,352.1,0,2025-01-21T23:28:00,2025-01-22T11:59:00,76,75,Sales Ready
